|tweet|clase
567|Leyendo sobre la gestión de Spanair descubres que los verdaderamente retrasados no eran sus vuelos.|0
568|¡¡¡ como no!!!! China aplaude la medida de Twitter de censurar determinados mensajes http://t.co/3pHD8FPR|0
569|"Mi columna hoy en @Semanaldigital  ""Políticos, sí; pandilleros, no"" #Andalucía necesita una regeneración commo el comer http://t.co/ldaP816H"|0
570|Creo que hoy es el Cosejo Europeo numero 17 o 18 en dos años. Lo normal es que hubiera dos o tres al año.que tiempos aquellos!!|0
571|"Muy bueno! Como siempre ""Se requieren cambios más profundos en la socialdemocracia ...  http://t.co/7melmpLU via @el_plural"""|0
572|Barroso ha dejado la puerta abierta a una renegociación de la cífra de déficit del 4,4 para este año en el Ecofin|0
573|"Soy cabezota. Efectivamente, entre Ares y Bernarda Jiménez es ""como siempre"". La prueba: http://t.co/MeM99LvD cc @aaroncanomon ;-)"|0
574|"La Junta de Andalucia hace un balance de su gestion hoy en #malaga . Solo ejecutan el 5.4% del presupuesto y se ponen un ""notable"" #tomaYA"|0
575|En el corazon de Europa, a diferencia de España, sí dejan fumar. Cafetería del Consejo http://t.co/EcU2jcVz|0
576|Me parece escandaloso que el logo de Madrid 2020 sea tan parecido al original. Donde estén los cambios de cliente de toda la vida...|0
577|"Eso es! RT @Rovillegasb: @mariviromero desde luego que para una vez que los medios nacionales nos iban a hacer caso ""en exclusiva""..."|0
578|RT @EduMadina: ¿Elecciones en Asturias el 25 de marzo? Sí... y el PSOE allí con esos pelos! Repetirá jugada el candidato socialista?|0
579|Cuánto les van a costar a los asturianos las elecciones que su presidente ha convocado tan sólo un año después de las últimas??|0
580|Lo que le faltaba al logotipo de Madrid 2020. Una empresa de juguetes gays acusa a sus creadores de plagio. http://t.co/2EqkP9xq|0
581|Nada, seguimos sin noticias de Rajopy. Y, efectivamente, Chequia dice NO al Pacto Fiscal|0
582|"#Rajoy admite que ha pensado que los sindicatos pueden convocar una huelga por la reforma laboral, ""seria un irresponsable si no lo hiciera"""|0
583|Hora de retirada. Saludos|0
584|RT @MOvidio73: @sevillajordi Hay un problema de comunicación,no de código sino de sintonía. La política se aleja cada día más del ciudadano.|0
585|La obsesion de #Griñan http://t.co/c1bg9y4N|0
586|Olvidados en el corazón de África http://t.co/g5HqGIyP|0
587|El PP incumple su programa y no garantizará en la reforma educativa que se pueda tener 1 educación bilingüe en Cataluña. #pepevergencia|0
588|"""Como siempre ves pero no observas"" SH"|0
589|Griñán da el paso y apuesta por Chacón, la policía saldrá de los #CIE y el hambre acecha en Grecia. http://t.co/uflrG2MD#portadaEPC|0
590|El ministro @jiwert se traga las mentiras sobre Educación para la Ciudadanía. No salgo de mi asombro http://t.co/IDTuJGvU|0
591|Comienza la comparecencia del ministro en la comisión de agricultura, pesca y medio ambiente.|0
592|No es el escenario de una película bélica. Es el Cementerio de La Almudena , un espacio que necesita protección  http://t.co/FL6lL1KE|0
593|El esperpento http://t.co/ONA7BfoB|0
594|"Para ""despolitizar"" las cajas, el PP puso a Rato en Bankia. Para ""despolitizar"" las embajadas, pondrá a Trillo en EEUU. Cosas de la política"|0
595|...que la acción no es merecedora de tarjeta, se mantenga la sanción. Son cosas que solo pasan aquí. Que le vamos hacer..!!|0
596|Para amantes de documentos sonoros históricos. Grabación en el Air Force One tras asesinato Kennedy. http://t.co/Rwkhyk6A|0
597|.@DiegoCruz_: aceras con esguince de tobillo garantizado. Cementerio de La Almudena. http://t.co/E9azR9Sr http://t.co/g4MD0X79|0
598|"Un historiador justifica la investigación judicial de #garzon. Era ""imposible"" investigar desapariciones de otra forma http://t.co/GgGq3Uvi"|0
599|"Hoy en @hora25 otra pillada de Rajoy, ""Vivo en un lío"", ha dicho, y las declaraciones surrealistas de algunos de sus ministros."|0
600|Los del movimiento #yonopago vuelven al ataque. En el centro de Madrid están liando una buena|0
601|Buscando en los fondos del Museo del Prado, han encontrado una ley del aborto de Fernando VII. Que no la vea Gallardón, que nos la aplica.|0
602|No creo, no? Rubalcaba estalla contra Griñán por teléfono y amenaza con impugnarle - España http://t.co/MlmKwJcI via @elconfidencial|0
603|CHISTE. Botín dice que los políticos no han sabido manejar la crisis. El pirómano se queja de la eficacia de los bomberos.|0
604|Ya q @AntonioRNaranjo ataca con una rubia, yo respondo con otra:  http://t.co/NoyE7ie3 vía @youtube|0
605|El último tuit del ministro @jiwert es del domingo. ¿Cuando vuelva por aquí nos explicará lo del falso libro de texto de Ciudadanía?|0
606|Fallece a los 88 años la poetisa y premio Nobel Wislawa Szymborska - Público.es http://t.co/hbx0s5VM|0
607|Tiene guasa leer editoriales que hablan de inestabilidad sistema educativo por reforma PP cuando todas las leyes en 30 años han sido PSOE|0
608|La ola de frío que nos afecta se produce aproximadamente una vez cada 7-8 años (Aemet)|0
609|Menéame (si quieres): Las excusas de Wert http://t.co/wDc73iLK|0
610|"Pere Navarro es el director de la DGT que más ha reducido el número de muertos en carretera. ¿No digo Rajoy que gobernarían ""los mejores""?"|0
611|Ni la Embajada de EEUU, ni la Casa Real ven con buenos ojos el nombramiento de Trillo como embajador en Washington.|0
612|Localizado el cuerpo de Rodrigo Maseda en la playa, otro de los héroes policiales de Orzán|0
613|Algo d paz para las familias RT @europapress_es Buceadores localizan el cuerpo dl 3r @policia desaparecido en A Coruña  http://t.co/uYIm2Yjr|0
614|Localizado el cuerpo de José Antonio Villamor en la playa de Riazor, el tercero de los héroes de la Policía|0
615|"""Esto se atasca"", dice el ministro Guindos en plena explicación de la reforma financiera. Se refería al ordenador, pero es buena metáfora"|0
616|Cascos arremete contra el PP asturiano. Le preguntaremos en directo sobre esta cuestión. @TelediarioInter 20:30|0
617|Suma y sigue del despilfarro andaluz. Hoy os contamos el último capítulo. @TelediarioInter 20:30|0
618|¿Como? ¿Todavía no me habéis leído en Vozpopuli? Escribo sobre la Europa que pudo ser y no es. El link es este --&gt; http://t.co/z7vckqAt|0
619|Tanto saneamiento bancario para acabar  en un oligopolio de banca privada. Peor  para clientes, familias y empresas.|0
620|Hay dos cosas infinitas, el universo y la estupidez humana... aunque de la primera tengo dudas. Einstein|0
621|Es irónico que el PSOE-A, que el 25-M puede sufrir el mayor batacazo de su historia, sea clave para resolver la pugna Rubalcaba-Chacón|0
622|"Empieza el paripé. ""Pido propuestas para constituir la mesa del Congreso"", dice Marcelino. ¿Será Griñán? ¿Será Griñán? ¡Anda, sí!"|0
623|Congreso PSOE. Iglesias no es el orador que necesita el PSOE, de eso no hay duda.|0
624|???????“@ManuDs81: Lo de Eduardo Zaplana como candidato a presidir la Corporación de RTVE tiene que ser una broma”|0
625|Trataran estos problemas en el #38congresopsoe ? http://t.co/Zt2ICnpI|0
626|"El Gobierno aprueba un ""salario mínimo"" para los banqueros cuyos bancos sean intervenidos: ""sólo"" podrán cobrar 300.000 euros."|0
627|¡El papá de Ivan y Laura! Chaves acusa al PP de 'necesitar la mentira para ganar y para gobernar' http://t.co/fxhaOvLv vía @elmundoes|0
628|La hora que es y ni un díario he podido leer. Me pone nerviosa sentirme OUT...|0
629|Menuda cara de tonto se me queda cada viernes. Voy a la rueda del Consejo de Ministros y no me dejan preguntar. Ya ha ocurrido en 5 de 6|0
630|Público lleva seis ruedas de prensa consecutivas del Consejo de Ministros sin poder preguntar.|0
631|"Zapatero dice q ""le han dado hasta en la ceja"",Chacón que se siente como Messi esquivando patadas de Pepe.En el 38 Congreso espadas afiladas"|0
632|"Modesta es “@sanchez_sonia: ""Me siento como Messi esquivando las patadas de Pepe "", Chacón pillada por la cámara de @CarmenMuelas una crack”"|0
633|"Zp se explica: sin tijeretazo mayo 2010 ""España habría caído en el colapso financiero"" #38CongesoPSOE"|0
634|Zapatero asegura que los problemas de la socialdemocracia no están en sus valores sino en el terreno de la ... http://t.co/uvrKkECq|0
635|Tenía más miga esta otra http://t.co/kXtxnDUJ Hoy no se está largando RT “@patxilopez: Informe de gestión http://t.co/2yX0QRjo”|0
636|Cataluña y Valencia al frente... T @pmartind: 'The Economist' alerta sobre el déficit de las CCAA  http://t.co/FFpbuqiT vía @el_pais|0
637|El recorte de sueldos a banqueros con ayudas públicas (en algunos casos supone más de un 70%) es una medida a la que no se atrevió el PSOE|0
638|Posiblemente RT “@juanlusanchez: El elogio a Bono es en realidad un mensaje para que Chacón y Rubalcaba no se maten a partir de mañana.”|0
639|El hashtag #graciasZP, TT en este momento, está que arde entre partidarios y detractores de Zapatero #38congresopsoe|0
640|no me parece muy acertado que Chacón haga campaña contra rubalcaba dándole caña al Real Madrid. Que dejen en paz al club blanco|0
641|Si los 50.000 millones d euros d avales a la banca se dieran para avalar proyectos d economía productiva con Banca Publica habría empleo.|0
642|Buenos dias!!!!!! En el coche direccion aeropuerto....que frio hace en barcelona por dios ⛄⛄⛄⛄|0
643|RT“@Dirigentes: Bankia y La Caixa, las entidades que más provisiones necesitan http://t.co/IBeQkiHj #economia #ecofin”|0
644|Feflexión sobre Rafa Nada: ¿Era legal lo q hacía para pagar menos impuestos? Si. Luego el escándalo no es Rafa, sino q eso se pudiera hacer.|0
645|Chacón y los suyos ganan atendiendo al lenguaje corporal. Los de Rubalcaba en cuanto a los razonamientos en privado. Total, NI IDEA|0
646|"""El PP se fue mintiendo y ha vuelto mintiendo"""|0
647|"Rubalcaba dice que ""algo de razón"" tenía Botín. ""Nos hemos equivocado en no perseguir más a los especuladores"". (¿Y en los indultos?)"|0
648|"Rubalcaba dice ahora que ""si el PP sigue retrocediendo"", él planteará revisar acuerdos con la Santa Sede. #38CongresoPSOE"|0
649|Es lo que yo pienso -&gt; “@sgueina: Empieza el teatro: Chacón actúa.”|0
650|"Chacón aprovecha su posición de retadora frente al candidato que perdió el 20-N: ""Necesitamos un cambio de rumbo""."|0
651|El mensaje de Chacón está bien claro: elegir a Rubalcaba es aplazar la salida del hoyo. Lo vocea.|0
652|"Puesta en escena: enseña su ""cartulina"" del 35 Congreso, la enarbola."|0
653|Barroso, te has pasado de demagogia. #38CongresoPSOE Se te ha ido la mano del revanchismo guerracivilista|0
654|+1 RT @nuriarocagranel: Porqué utiliza Chacón ese tono????? A mí, la verdad, es que esa forma de hablar me parece bastante artificial|0
655|RT: “@sorayaheras: #38CongresoPSOE madre mía! esta mujer (chacón) se ha zampado un corral entero lleno de gallos!”|0
656|Chacón incide en mensajes más de izquierdas también en la línea impositiva. Que paguen ya igual las rentas de ... http://t.co/s16uJZ3F|0
657|Me pregunto quién habrá filtrado ese bulo de q Eduardo Zaplana es candidato a presidir RTVE.  Vendrá del PSOE o del PP? Del todo falso|0
658|"Taza y media de laicismo excluyente de Chacón, que ahora carga contra ""la derecha prepotente alemana"". ¡Que tiemble Merkel!"|0
659|Conclusión del infantil speech d @CarmeChacon2011 : esta sra. no tiene ni idea de cómo está España, no se ha enterado todavía d la película|0
660|¿Chacón o Rubalcaba? Nevada histórica en Mallorca. Vencer al cáncer. El día + cruel d la represión en Siria. A las 15h en @informativost5|0
661|@Fgarea El congreso de dentro de dos semanas será un apasionante debate de ideas con enorme recorrido, ¿te cabe alguna duda? #ironia|0
662|Gane quien gane pierde el PSOE y España. El PSOE necesita una renovación mas profunda.|0
663|Me dice Azahara Sánchez qcel retraso se debe al debate sb procedimiento de recuento. Pero seguimos esperando... #38CongresoPSOE|0
664|“@crisdejuan: una pregunta...rubalcaba y chacón...se caerán bien?” ella sí, se ha caído, bien|0
665|En el PSC algunos van a tener la tentación de decir que Chacón ha perdido por ser catalana.|0
666|De la nuetralidad activa al ostracismo pasivo...RT @jjblanesmalaga: Y Griñan, madre mía, que papelón.|0
667|No he dicho que el resultado del congreso fuera previsible. He repetido lo ya apuntado en @EDCHrne, que Rubalcaba no se inmolaría sin más|0
668|Joder, con perdón, 1-1.|0
669|Una cosa es jugar 11 y otra un equipo de 11.|0
670|@julia_otero @sgueina @raquelmartos jope, no pretendía.|0
671|...cuando hablo d listas públicas me refiero a listas q pudiera pedir al juez una mujer q estuviera siendo maltratada Su pareja ya maltrató?|0
672|". @JavierArenas_pp : ""La primera reforma gorda"" que necesita la Junta es ""decir la verdad"" http://t.co/Iu6ewUIh"|0
673|Ataque ... ?“@informativost5: Chacón dice a Rubalcaba que no quiere estar en la dirección del PSOE ni del Grupo http://t.co/DLCD5663”|0
674|Lavrov,FM de Rusia,en Damasco.Puede reparar el error politico de ayer.El mundo Arabe contra Rusia|0
675|"Belloch, chaconista, comienza el día repartiendo contra Rubalcaba por su ejecutiva @PSOE ""No hay integración y es una equivocación"""|0
676|Zarrias en la nueva ejecutiva nacional del Psoe.... Sin palabras|0
677|Pero que poco me gusta Sostres... Poco no, nada.|0
678|“@GarciaAller: El País justifica así su articulo Chacón y Compañía del domingo pasado http://t.co/Xza1uiEv” Mas bien entona el mea culpa|0
679|Incumplimiento “flagrante” de la ley http://t.co/IM7em00M  Y premian en el @psoe a #Griñan y a Zarrias, muñidores de todo esto...|0
680|Iba a desearle suerte a @_Rubalcaba_ ..., pero el ver que ha fichado a #Griñan y a #Zarrías .... la verdad es q se quitan las ganas....|0
681|Asuntos que no han tratado en el #38CongresoPsoe ... esto no les importa http://t.co/9ZS7x8Aa|0
682|Coño, @diariodenavarra ya me ha quitado de presidente del PP de Navarra! http://t.co/J6DjEAyO|0
683|"Uno de los de Chacón: ""Habrá un poco menos de apoyo a la Ejecutiva de lo habitual, pero tampoco un castigo durísimo""."|0
684|Rubalcaba no dice una sola palabra sobre el Concordato y demás. Parece que sobre todo fue una baza ante el discurso de Chacón|0
685|Esto se pone feo. Poca coña. http://t.co/vbGQJ9o1|0
686|"""La lluvia no desaprovechó para esparcir su elmento líquido"", ¿Se puede ser más cursi?, pues no. Escuchado en Telediario sección Deportes."|0
687|Así afecta el recortazo de Guindos a los banqueros http://t.co/1YUeP8jM|0
688|¿Frío?, ¿Frio dicen?, ¡pues esperen a que empiece a jugar el Atlético para sentirse helados! Hay pasmos que no quita ni tila, ni tequila|0
689|Domingo 'tranquilo' en Zarzuela. Primero 'Der Spiegel', luego un magistrado del Supremo y ahora #Salvados #lamonarquiateniaunprecio|0
690|¿Está la Sexta haciendo un experimento de cuánto aguantamos las autopromos en Salvados? Se pasan cinco pueblos. Ya me las se de memoria|0
691|Sabíamos que borboneando contra Suárez, el rey agitó las aguas golpistas el 23F. No se conocían sus simpatías, ni su presión a los jueces|0
692|En el blog: Un Gobierno despolitizado http://t.co/u1gAB1OQ|0
693|Sobre la no-reforma financiera del PP http://t.co/azAdZYxS|0
694|Desde cuando contará la sanción? en caso que sea desde el tour 2010, le queda medio año de sanción? podrá correr la Vuelta?|0
695|Si la sentencia del TAS no da por probado que se dopara para alterar la competición, Contador debería recurrir a la justicia ordinaria.|0
696|"Ciu-PP: peleas de Valderrama y Dolores Abril:  Irene Rigau: ""Si España hace educación constitucional, Catalunya hará educación estatutaria"""|0
697|El temor d Rubalcaba es q se le enquiste sector contrario como pasa en tantas otras federaciones. El nuevo PSOE, con @mrtfernandez|0
698|"#CIS. Rubalcaba: ""creo que es la primera vez en la democracia que un gobierno baja en su primera encuesta"""|0
699|Hemos hablado con Navarro Valls sobre la amenaza laicista de Rubalcaba. @TelediarioInter 20:30|0
700|Contra la sujeción de los ebooks a las plataformas y el DRM RT @JulietaLionetti http://t.co/6ESg6yFP @jwikert at his best!|0
701|Cambio de jefe de prensa en la Zarzuela. Es otra respuesta al tema Urdangarin, que tanto preocupa al rey.|0
702|Es posible lo que le esta pasando a Alberto Contador??? ESTO ES DE LOCOS!!!|0
703|Odyssey presenta recurso ante Supremo EEUU.Intenta evitar devolución a España d 500000 monedas de oro y plata dl 'Nª Señora de las Mercedes'|0
704|Coscu de IU/ICV/CHA rebate con datos la relación d paro y legislación. La mayor destrucción en Irlanda y autónomos con total flexibilidad.|0
705|"Báñez: ""Los minijobs no caben. Jornadas a tiempo completo con 400 euros no son legales"". Habla de contratos de unas horas para jóvenes."|0
706|Injustas palabras de Directora deTráfico sobre Pere Navarro, su antecesor, que merecerían una aclaración. Rectificará? http://t.co/ffXt7Axg|0
707|"""Cree que tiene un programa de gobierno a la altura d las necesidades d España?"". Suena a pregunta d Rajoy a Zp, pero es d Rb #nadacambia"|0
708|#arenasyaestaba cuando hizo participe al @ppopular en el Pacto Antiterrorista y después el @psoe se lo salto a la torera|0
709|"RT“@antonioperal:Contador:""Con la sentecia en la mano, me queda el sentimiento de que soy inocente,q no me he dopado""#ApoyoAlbertoContador”"|0
710|Me han machacado pero viendo a Mari Luz (su mujer), ya con nuestra ancianidad, dices bueno, hemos hecho lo que teníamos que hacer (Ibarrola)|0
711|Echandose a la calle, dicen los sindicatosMadrid q ZP ya no está para echarle la culpa. Vergonzoso.Cuando se han movilizado tanto contra él?|0
712|El Mirandés se merecía más el segundo que el Athletic el cuarto, ¿no creéis?|0
713|Bueno, este gol no se celebra 6-2.|0
714|Ufff! Pido chovolate y aparece un RT d Llamazares... Igualito...|0
715|"Ayer hablaba de los ""liberales"" con plaza de funcionario. Tenemos otro buen ejemplo ""liberal"" http://t.co/RXaSAAcX"|0
716|"#Rajoy inicia su intervención en el congreso dibujando el negro panorama de la economia ""es difícil imaginar peor punto de partida"""|0
717|¿Hay margen para q el PSOE apoye la ley de estabilidad presupuestaria? ¿O el no es definitivo? #Congreso|0
718|Uno no sabe cuando parar.#saquenmedeaqui http://t.co/tQPnmf8Q|0
719|Rueda de prensa con el @PPSanfer para denunciar la vulneración de Derechos Fundamentales por parte del Gobierno de IU http://t.co/e8lXVNpT|0
720|"Rosa10:""Den instrucciones a la fiscalía para q investiguen a aquellos dirigentes d las entidades financieras q han creado esta (cont…"|0
721|El blanqueador que lo blanqueare buen blanqueador será. El TS cita al empresario que denunció a Blanco y a su primo http://t.co/bKwlGzVZ|0
722|Tontos!“@quillobarrios: Los que silban el himno de España son los mismos que han pagado por ver un partido de la Copa de ESPAÑA. #VivaEspaña|0
723|Me acabo de enterar de la muerte de Spinetta, una gloria del rock argentino. Que triste noticia. Lo vamos a extrañar #chauflaco|0
724|El Congreso vacío y los insultos son cosas de mitad de legislatura. Pero todo va cada vez más rápido. Y peor.|0
725|En @La_SER: ''La lucha contra el déficit nos lleva a la recesión''|0
726|No era un filete, era Falete. En realidad Contador entrenaba con Falete sentado en el manillar, así luego se quitaba un peso de encima.|0
727|El presidente tiene que llamar la atención a los diputados por el ruido que montan en la cámara durante la intervención de Carlos. Ni caso..|0
728|La Fundación Gregorio Ordóñez se arremete y se desmarca del decreto del Gobierno vasco. Considera que equipara a víctimas y verdugos.|0
729|El Supremo condena a Garzón y lo inhabilita por el caso de las escuchas de la Gürtel.|0
730|ÚLTIMA HORA: el Tribunal Supremo condena a Garzón por las escuchas a los abogados de Gurtel. Inhabilitado durante 11 años|0
731|Varias personas han desaparecido en su interior. Llega un coche, se baja un individuo, entra y desaparece. Lo observo hace días.|0
732|"La sentencia: ""No puede admitirse que una resolución sea justa sólo porque el que juez que la dicta así la considere"""|0
733|Lo de Garzón es un chiste? Porque tiene menos gracia que los guiñoles franceses...#ApoyoaGarzón|0
734|Imagino que los responsables del colegio de abogados de Madrid no sabrán dónde meterse tras la sentencia. Peor que ridículo|0
735|#Garzón sí paga por Gürtel, la huelga del transporte público en BCN y la reforma que abaratará el despido.http://t.co/vUsccxEF#portadaEPC|0
736|Hoy no puedo más, se me cae el móvil.Hasra mañana. Buenas noches|0
737|Los medios extranjeros coinciden en que el juicio político a Garzón tiene que ver con el tabú de las víctimas del franquismo.|0
738|No se donde tengo las llaves, ni la agenda ni el cable del móvil ni por qué alguno me insulta. Pero aún sé dónde está la cama. Hasta mañana!|0
739|Pensamiento antes de dormir en un día aciago: fue la envidia de Abel la que hizo a Caín...|0
740|Buscar el video de juanpeña de esta cobardía.|0
741|El líder de Al Qaeda, Ayman al Zawahiri, anuncia, por internet, que la milicia radical islámica somalí Al Shabab se une a su red terrorista.|0
742|El comunicado de Garzón supone calificar al TS como prevaricador. http://t.co/sAsGgnK2|0
743|Ya Pleno municipal y Junta Gobierno, ahora inauguraciones (fotografía Villalar, Ayto S.Marta) y dp Jornada Voluntariado y Cena Asoc. Cáncer.|0
744|El convenio entre Ayto y Com. de Madrid para rehabilitar colegios no se ha renovado. En los últimos 2 años, solo se han hecho obras menores|0
745|RT @CmMarta: @barry_gibb En la empresa privada cortan cabezas por mala gestión de fondos.Si encima salen de los contribuyentes, mas aun.|0
746|Reforma laboral: vuelta a la prohibiciónd e encadenar contratos temporales durante más de dos años.|0
747|No es reforma laboral estricta, pero va en el paquete: El Gobierno limita blindajes en los bancos con ayudas públicas  http://t.co/4EsmdJVA|0
748|A corto plazo, bronca; a medio, empleo. Un despido de 20 días para las empresas con caída de ingresos durante 9 meses http://t.co/IatHXBcx|0
749|De agresión en agresión cada vez más parados y más precarios. Eso sí, al grito de acabar con el paro y la dualidad.|0
750|Lo de #urdangarin. Entre urdangas, garzones y carcaños así vamos. Y la siguiente de #Garzon,por trincón.Caro Emilio    http://t.co/HJdkXnDH|0
751|El auto de archivo es muy malo. Confío en el Supremo “@cagonsos: Jamas nos enteraremos de lo del 11M. Una verguenza”|0
752|@CarmendelRiego aaarg!!!! esto no se puede hacer!!!|0
753|Joder. No me entero de nada. En Sants a las 15:30 y me pido bocadillo de tortilla francesa. Menos mal q no me ha reconocido nadie|0
754|Diego Torres se niega a declarar por el caso Noos.Puede decir: Señoría Vd no me ha protegido mi derecho al honor,no ha guardado el sumario!|0
755|Pa habernos matao! http://t.co/x29lCTWz|0
756|@lazaroelmundo tb felix azon. Al parecer no se explico bien, o no se la entendio...|0
757|Siempre pido que los añadan “@eliadosom: ¿te cuesta mucho encontrar pantalones para tirantes de botón? A mí muchísimo.”|0
758|¡Mamá, el colegio está en ruinas! http://t.co/ZmQTaK2D|0
759|"Habla el q tiene 1 millon de parados: Griñán rechaza la reforma laboral porque ""favorece la destrucción de empleo"" http://t.co/DQ6AjeU6"|0
760|"Mucho en juego.Ayuda militara Egypto puede cortase. "" Top U.S. general discusses NGO case in Cairo"" http://t.co/hFQoOP5v vía @r euters"|0
761|Soledad Gallego Díaz sobre la condena a Garzón: http://t.co/kk632o3y|0
762|La reforma es opinable pero el Gobierno con su mayoría absoluta hace lo que cree oportuno. Pero ocultar datos en la rueda de prensa? Absurdo|0
763|¿Y debería ser  compatible la tarjeta dorada y el abono de transporte gratuito para mayores con el visón y las dos casas?|0
764|A mi me da miedo cuando se grita, para defender a Garzón, que hay otra justicia que es la de la calle. Tremendo|0
765|Los griegos provocando a la poli como si fueran 15m|0
766|@germanyanke Eso es que no tienes la conciencia tranquila... Ja|0
767|RT“@AlertaNews24: Policía en Atenas intenta dispersar con gases lacrimógenos a manifestantes que tratan de reunirse en Plaza Syntagma.|0
768|Listas de espera al alza en Catalunya, estallido en Grecia y debate #EntreTodos sobre la #refomalaboral. http://t.co/PIZAYzPe#portadaEPC|0
769|Se confirma mi alejamiento del mundo; no sé quién es Adele.|0
770|Buenos días! Camino de @anarosaq para hablar de Urdangarin, ref laboral, blanco, bronca en Psoe Sevilla, casi ná|0
771|Ademas , que sentido tiene que desde el gobierno andaluz imponga una subasta de medicamentos cuando no tienen competencia en ello?|0
772|Maria Peral va a anunciar en EM.es el archivo por prescripción de la causa contra Garzón por los pagos de los cursos de Nueva York.|0
773|"Dice  Elena Valenciano que Veira (hombre de Zarrías y Rubal) tomó la decisión de dimitir contra Griñán ""él solito"". ¿Alguien se lo cree?"|0
774|Nunca la final de la copa del rey en el Bernabéu,porque el Madrid no pudo jugar la final de copa del rey contra el Zaragoza en el camp nou?|0
775|. @esperanzaona asegura que la subasta de medicamentos acaba con la libertad de prescripción #elcambioandaluz http://t.co/Yvkor6wF|0
776|Entonces... Garzón cometió delito... pero hace demasiado tiempo como para acordarnos... Vale.|0
777|El problema de acusar a Garzón de una extorsión del 243 es que todos los extorsionados dirían que pagaron con gusto. Pero habría partido.|0
778|Dívar y la polémica del Mandingo http://t.co/TJtSIohG #Hitazo.|0
779|¿Juega algún francés en el Sevilla? Flipo con el mensaje de las camisetas de sus jugadores http://t.co/lRQTgrWp Factoría Del Nido|0
780|"Como tenga q salir, vaya papelón con la camiseta ""superior"" RT “@agusperezblanco: @RodrigoBlazquez escudé es francés pero hoy no juega...”"|0
781|Mas #EREs @pepegrinan ? uf!El Tribunal de Cuentas pide revisar las subvenciones del Plan de Empleo de la Bahía de Cádiz http://t.co/vsqm4UgJ|0
782|Moody's rebaja la nota a España, Italia y Portugal  http://t.co/A5zSu3Lp via @el_pais|0
783|Ministro@jmsoria: ¿De veras tendremos debate de #renovables  mañana sin presencia de un experto de su ministerio?|0
784|Kissinger!“@angelgarridog: De la cena de Garzón lo más alucinante es lo de 27 botellas de vino para 25 personas. ¿Quién bebió sólo una? :-)”|0
785|Cenas de 4.500 dólares en NYC , 26 botellas de vino.Como se lo montan Baltasar Garzón y Felipe González! Paga la banca http://t.co/XNxg2791|0
786|Se me ha estropeado la caldera. Un técnico llega a los 3d, sin piezas y dice q volverá pasado mañana. #nadietrabaja 1/2|0
787|El Gobierno traslada informalmente que sus previsiones de déficit son las mismas, Desmiente a la fuente de Reuters|0
788|Lo que faltaba: Bruselas sospecha que el Gobierno infló el déficit y que está retrasando los recortes  http://t.co/rf7Sag2U via @el_pais|0
789|"El Gobierno de Mariano Rajoy ha desmentido ""tajantemente"" las sospechas de Bruselas sobre las cifras oficiales del déficit público. EP"|0
790|"Ya hay más informaciones que desmienten RT.@anabelenroy_tve El Gobierno  ha desmentido ""tajantemente"" las sospechas de Bruselas. EP"|0
791|"Rehn desmiente en bloque a Reuters x""incorrecta y engañosa"",no concreta análisis sobre el déficit de 2011 xq está en curso vía @basteiro"|0
792|Si el Gobierno quiere desmentir que el déficit está inflado, debería detallarlo. Aún no hay datos oficiales de las autonomías y es clave.|0
793|Sigue la polémica sobre el escenario de la final de Copa ¿Debería celebrarse en el Bernabéu?|0
794|Persecución de los xtianos en la India. Hablamos con un obispo de la zona. @TelediarioInter 20:30|0
795|Basagoiti: no asumen q somos mejores. Pues q les den... #Guiñoles|0
796|abc.es: Basagoiti exige a ETA su disolución y la reinserción individual como a un violador http://t.co/8Db2HxUy|0
797|Rajoy a Rubalcaba: &quot;hay que tomar más medidas y no tendrán efecto inmediato&quot;|0
798|"Fdez Díaz: ""Señora Diez, dice que confundo prudencia con cobardía. Usted confunde oportunismo político con defender el Estado"""|0
799|Irán suspende las exportaciones de petróleo a España y otros cinco países europeos vía la Ser|0
800|Y este @reciomanolo desafiante... Si los controles los has inventado tu.....http://mun.do/AxnUyb|0
801|Los socialistas andaluces se pelean hasta consigo mismos cuando no encuentran a quien echarle las culpas de su páramo de ideas.|0
802|A los socialistas andaluces no les importan ni los temas,ni las plazas, ni los opositores,sólo están opositando a los bancos d la oposición.|0
803|Laporta dice que TV3 no le da importancia suficiente al Barça.Pues menos mal,solo falta que Guardiola presente ls noticias #etfelicitofill|0
804|Extraño que Rubalcaba dedique media hora a preparar una rueda de prensa. Muy extraño|0
805|Reforma laboral: parece q hay poco margen xa modificación en tramite parlamentario|0
806|La web de La Moncloa hace una excepción y no retransmite la rueda de prensa de Rubalcaba. Favores los justos.|0
807|Rubalcaba sigue ofreciendo apoyo light a la manifestación sindical del domingo. ¿Nadar y guardar la ropa? @TelediarioInter 20:30|0
808|“glups!@patricia_hd: @Buenafuente Me da la impresión q al final todo será x internet. Las relaciones humanas definitivamente han cambiado.”|0
809|Suscribo. Todo. RT @galtares: Gran post del gran @ramonlobo Disparad contra Littell http://t.co/zK991fmj|0
810|????? “@edgarFdz: . @xiskya yo tampoco soy creyente y bien que el estado os mantiene, no te jode. #vividores”|0
811|Sostengo, desde principio, q vivimos crisis d modelo y q analizarla con anteojos partidistas (los mios buenos, los otros malos) en un error.|0
